Date,Close,tby,ffr,fta,eps,vix
2017-04-19,2338.17,2.2143,0.9,4479270.0,108.96,14.58
2017-04-18,2342.19,2.1682,0.9,4484492.0,108.96,14.7
2017-04-17,2349.01,2.2498,0.9,4484492.0,108.96,15.07
2017-04-13,2328.95,2.2374,0.9,4484492.0,108.96,16.3
2017-04-12,2344.93,2.2392,0.9,4484492.0,108.96,16.3
2017-04-11,2353.78,2.2962,0.9,4474634.0,108.96,16.0
2017-04-10,2357.16,2.3661,0.9,4474634.0,108.96,15.05
2017-04-07,2355.54,2.3822,0.9,4474634.0,108.96,14.05
2017-04-06,2357.49,2.3408,0.9,4474634.0,108.96,13.6
2017-04-05,2352.95,2.3354,0.9,4474634.0,108.96,13.9
2017-04-04,2360.16,2.3605,0.9,4469618.0,108.96,13.24
2017-04-03,2358.84,2.3193,0.9,4469618.0,108.96,13.48
2017-03-31,2362.72,2.3874,0.79,4469618.0,108.96,13.28
2017-03-30,2368.06,2.4197,0.79,4469618.0,106.97,12.82
2017-03-29,2361.13,2.3765,0.79,4469618.0,106.97,12.94
2017-03-28,2358.57,2.4178,0.79,4478236.0,106.97,12.92
2017-03-27,2341.59,2.3782,0.79,4478236.0,106.97,13.6
2017-03-24,2343.98,2.4123,0.79,4478236.0,106.97,13.95
2017-03-23,2345.96,2.4194,0.79,4478236.0,106.97,14.3
2017-03-22,2348.45,2.405,0.79,4478236.0,106.97,13.92
2017-03-21,2344.02,2.4175,0.79,4469577.0,106.97,12.18
2017-03-20,2373.47,2.4607,0.79,4469577.0,106.97,11.63
2017-03-17,2378.25,2.5005,0.79,4469577.0,106.97,11.75
2017-03-16,2381.38,2.5402,0.79,4469577.0,106.97,11.91
2017-03-15,2385.26,2.4930000000000003,0.79,4469577.0,106.97,12.29
2017-03-14,2365.45,2.6002,0.79,4459840.0,106.97,12.63
2017-03-13,2373.47,2.6258,0.79,4459840.0,106.97,12.13
2017-03-10,2372.6,2.5745,0.79,4459840.0,106.97,12.55
2017-03-09,2364.87,2.6053,0.79,4459840.0,106.97,12.8
2017-03-08,2362.98,2.5597,0.79,4459840.0,106.97,12.67
2017-03-07,2368.39,2.5179,0.79,4458018.0,106.97,12.64
2017-03-06,2375.31,2.4997,0.79,4458018.0,106.97,12.65
2017-03-03,2383.12,2.478,0.79,4458018.0,106.97,12.85
2017-03-02,2381.92,2.4779,0.79,4458018.0,106.97,13.25
2017-03-01,2395.96,2.4526,0.79,4458018.0,106.97,13.28
2017-02-28,2363.64,2.3899,0.66,4468702.0,106.97,13.51
2017-02-27,2369.75,2.365,0.66,4468702.0,105.22,13.3
2017-02-24,2367.34,2.3117,0.66,4468702.0,105.22,13.35
2017-02-23,2363.81,2.372,0.66,4468702.0,105.22,13.52
2017-02-22,2362.82,2.4129,0.66,4468702.0,105.22,13.21
2017-02-21,2365.38,2.4290000000000003,0.66,4454676.0,105.22,13.2
2017-02-17,2351.16,2.4147,0.66,4454676.0,105.22,13.25
2017-02-16,2347.22,2.4467,0.66,4454676.0,105.22,12.96
2017-02-15,2349.25,2.4932,0.66,4454676.0,105.22,12.85
2017-02-14,2337.58,2.4698,0.66,4456236.0,105.22,11.1
2017-02-13,2328.25,2.4358,0.66,4456236.0,105.22,11.4
2017-02-10,2316.1,2.4073,0.66,4456236.0,105.22,11.73
2017-02-09,2307.87,2.3948,0.66,4456236.0,105.22,12.05
2017-02-08,2294.67,2.3363,0.66,4456236.0,105.22,12.6
2017-02-07,2293.08,2.3931,0.66,4453881.0,105.22,12.6
2017-02-06,2292.56,2.4077,0.66,4453881.0,105.22,12.49
2017-02-03,2297.42,2.4648,0.66,4453881.0,105.22,12.47
2017-02-02,2280.85,2.4737,0.66,4453881.0,105.22,12.92
2017-02-01,2279.55,2.4699,0.66,4453881.0,105.22,12.68
2017-01-31,2278.87,2.4531,0.65,4452838.0,105.22,12.95
2017-01-30,2280.9,2.4881,0.65,4452838.0,103.73,12.9
2017-01-27,2294.69,2.4843,0.65,4452838.0,103.73,12.55
2017-01-26,2296.68,2.5043,0.65,4452838.0,103.73,12.7
2017-01-25,2298.37,2.5116,0.65,4452838.0,103.73,12.75
2017-01-24,2280.07,2.4652,0.65,4460758.0,103.73,13.03
2017-01-23,2265.2,2.3971,0.65,4460758.0,103.73,13.55
2017-01-20,2271.31,2.4668,0.65,4460758.0,103.73,13.82
2017-01-19,2263.69,2.4739,0.65,4460758.0,103.73,14.25
2017-01-18,2271.89,2.4296,0.65,4460758.0,103.73,14.2
2017-01-17,2267.89,2.3253,0.65,4452509.0,103.73,12.2
2017-01-13,2274.64,2.3964,0.65,4452509.0,103.73,12.2
2017-01-12,2270.44,2.3631,0.65,4452509.0,103.73,12.5
2017-01-11,2275.32,2.3721,0.65,4452509.0,103.73,12.55
2017-01-10,2268.9,2.3757,0.65,4453101.0,103.73,12.9
2017-01-09,2268.9,2.3647,0.65,4453101.0,103.73,12.95
2017-01-06,2276.98,2.4193,0.65,4453101.0,103.73,12.9
2017-01-05,2269.0,2.3443,0.65,4453101.0,103.73,13.05
2017-01-04,2270.75,2.439,0.65,4453101.0,103.73,13.19
2017-01-03,2257.83,2.4444,0.65,4451451.0,103.73,13.79
2016-12-30,2238.83,2.4443,0.54,4451451.0,101.77,15.1
2016-12-29,2249.26,2.475,0.54,4451451.0,101.77,14.84
2016-12-28,2249.92,2.508,0.54,4451451.0,101.77,14.63
2016-12-27,2268.88,2.5596,0.54,4469089.0,101.77,14.0
2016-12-23,2263.79,2.5373,0.54,4469089.0,101.77,14.29
2016-12-22,2260.96,2.5515,0.54,4469089.0,101.77,14.28
2016-12-21,2265.18,2.5348,0.54,4469089.0,101.77,14.05
2016-12-20,2270.76,2.5586,0.54,4470973.0,101.77,11.55
2016-12-19,2262.53,2.5382,0.54,4470973.0,101.77,12.15
2016-12-16,2258.07,2.5916,0.54,4470973.0,101.77,12.74
2016-12-15,2262.03,2.5967,0.54,4470973.0,101.77,13.02
2016-12-14,2253.28,2.5707,0.54,4470973.0,101.77,13.43
2016-12-13,2271.72,2.4713,0.54,4448618.0,101.77,13.3
2016-12-12,2256.96,2.4712,0.54,4448618.0,101.77,13.45
2016-12-09,2259.53,2.4675,0.54,4448618.0,101.77,13.05
2016-12-08,2246.19,2.4071,0.54,4448618.0,101.77,13.43
2016-12-07,2241.35,2.3401,0.54,4448618.0,101.77,13.3
2016-12-06,2212.23,2.3887,0.54,4446307.0,101.77,13.1
2016-12-05,2204.71,2.3941,0.54,4446307.0,101.77,13.5
2016-12-02,2191.95,2.3831,0.54,4446307.0,101.77,15.09
2016-12-01,2191.08,2.4481,0.54,4446307.0,101.77,15.05
2016-11-30,2198.81,2.3809,0.41,4446307.0,101.77,14.51
2016-11-29,2204.66,2.291,0.41,4465782.0,99.62,14.3
2016-11-28,2201.72,2.3124,0.41,4465782.0,99.62,14.44
2016-11-25,2213.35,2.3572,0.41,4465782.0,99.62,14.31
2016-11-23,2204.72,2.3498,0.41,4465782.0,99.62,14.45
2016-11-22,2202.94,2.3119,0.41,4453633.0,99.62,14.45
2016-11-21,2198.18,2.3154,0.41,4453633.0,99.62,14.45
2016-11-18,2181.9,2.3548,0.41,4453633.0,99.62,14.95
2016-11-17,2187.12,2.3026,0.41,4453633.0,99.62,15.03
2016-11-16,2176.94,2.2225,0.41,4453633.0,99.62,15.6
2016-11-15,2180.39,2.2189,0.41,4455087.0,99.62,13.2
2016-11-14,2164.2,2.2614,0.41,4455087.0,99.62,14.5
2016-11-11,2164.45,2.1501,0.41,4455087.0,99.62,14.9
2016-11-10,2167.48,2.1501,0.41,4455087.0,99.62,15.33
2016-11-09,2163.26,2.0571,0.41,4455087.0,99.62,14.87
2016-11-08,2139.56,1.8547,0.41,4453087.0,99.62,16.0
2016-11-07,2131.52,1.8261,0.41,4453087.0,99.62,16.02
2016-11-04,2085.18,1.7762,0.41,4453087.0,99.62,19.32
2016-11-03,2088.66,1.8115,0.41,4453087.0,99.62,19.8
2016-11-02,2097.94,1.8025,0.41,4453087.0,99.62,18.55
2016-11-01,2111.72,1.8274,0.41,4454326.0,99.62,17.85
2016-10-31,2126.15,1.8255,0.4,4454326.0,99.62,17.25
2016-10-28,2126.41,1.8468,0.4,4454326.0,97.74,16.65
2016-10-27,2133.04,1.8536,0.4,4454326.0,97.74,16.09
2016-10-26,2139.43,1.7931,0.4,4454326.0,97.74,15.65
2016-10-25,2143.16,1.756,0.4,4467382.0,97.74,15.25
2016-10-24,2151.33,1.7647,0.4,4467382.0,97.74,14.95
2016-10-21,2141.16,1.7347,0.4,4467382.0,97.74,15.58
2016-10-20,2141.34,1.7556,0.4,4467382.0,97.74,15.8
2016-10-19,2144.29,1.7432,0.4,4467382.0,97.74,16.08
2016-10-18,2139.6,1.7379,0.4,4457698.0,97.74,15.74
2016-10-17,2126.5,1.766,0.4,4457698.0,97.74,16.55
2016-10-14,2132.98,1.7977,0.4,4457698.0,97.74,16.65
2016-10-13,2132.55,1.7411,0.4,4457698.0,97.74,17.03
2016-10-12,2139.18,1.7692,0.4,4457698.0,97.74,16.35
2016-10-11,2136.73,1.7638,0.4,4459407.0,97.74,15.8
2016-10-10,2163.66,1.7181,0.4,4459407.0,97.74,14.69
2016-10-07,2153.74,1.7181,0.4,4459407.0,97.74,15.35
2016-10-06,2160.77,1.7372,0.4,4459407.0,97.74,15.0
2016-10-05,2159.73,1.7021,0.4,4459407.0,97.74,15.15
2016-10-04,2150.49,1.6864,0.4,4452002.0,97.74,15.34
2016-10-03,2161.2,1.6221,0.4,4452002.0,97.74,15.49
2016-09-30,2168.27,1.5944,0.4,4452002.0,97.74,15.8
2016-09-29,2151.13,1.5599,0.4,4452002.0,97.18,15.94
2016-09-28,2171.37,1.5719,0.4,4452002.0,97.18,15.25
2016-09-27,2159.93,1.5564,0.4,4473032.0,97.18,15.53
2016-09-26,2146.1,1.5839,0.4,4473032.0,97.18,16.28
2016-09-23,2164.69,1.6184,0.4,4473032.0,97.18,15.55
2016-09-22,2177.18,1.6183,0.4,4473032.0,97.18,15.3
2016-09-21,2163.12,1.6511,0.4,4473032.0,97.18,16.08
2016-09-20,2139.76,1.6892,0.4,4481635.0,97.18,15.9
2016-09-19,2139.12,1.7118,0.4,4481635.0,97.18,15.65
2016-09-16,2139.16,1.6926,0.4,4481635.0,97.18,16.0
2016-09-15,2147.26,1.6907,0.4,4481635.0,97.18,17.07
2016-09-14,2125.77,1.6976,0.4,4481635.0,97.18,18.38
2016-09-13,2127.02,1.7271,0.4,4459394.0,97.18,17.76
2016-09-12,2159.04,1.6629,0.4,4459394.0,97.18,15.35
2016-09-09,2127.81,1.6749,0.4,4459394.0,97.18,16.46
2016-09-08,2181.3,1.599,0.4,4459394.0,97.18,13.39
2016-09-07,2186.16,1.5391,0.4,4459394.0,97.18,13.24
2016-09-06,2186.48,1.534,0.4,4457907.0,97.18,13.35
2016-09-02,2179.98,1.6024,0.4,4457907.0,97.18,13.95
2016-09-01,2170.86,1.5681,0.4,4457907.0,97.18,14.6
2016-08-31,2170.95,1.58,0.4,4457907.0,97.18,14.6
2016-08-30,2176.12,1.5663,0.4,4473840.0,96.48,14.55
2016-08-29,2180.38,1.5595,0.4,4473840.0,96.48,14.7
2016-08-26,2169.04,1.6296,0.4,4473840.0,96.48,15.15
2016-08-25,2172.47,1.5731,0.4,4473840.0,96.48,14.95
2016-08-24,2175.44,1.5611,0.4,4473840.0,96.48,15.14
2016-08-23,2186.9,1.5458,0.4,4466476.0,96.48,14.7
2016-08-22,2182.64,1.5424,0.4,4466476.0,96.48,14.74
2016-08-19,2183.87,1.5781,0.4,4466476.0,96.48,14.7
2016-08-18,2187.02,1.5356,0.4,4466476.0,96.48,14.55
2016-08-17,2182.22,1.5491,0.4,4466476.0,96.48,14.8
2016-08-16,2178.15,1.5746,0.4,4468929.0,96.48,12.85
2016-08-15,2190.15,1.55,0.4,4468929.0,96.48,12.25
2016-08-12,2184.05,1.51,0.4,4468929.0,96.48,12.35
2016-08-11,2185.79,1.57,0.4,4468929.0,96.48,12.65
2016-08-10,2175.49,1.5,0.4,4468929.0,96.48,12.9
2016-08-09,2181.74,1.55,0.4,4466793.0,96.48,12.4
2016-08-08,2180.89,1.59,0.4,4466793.0,96.48,12.5
2016-08-05,2182.87,1.59,0.4,4466793.0,96.48,12.9
2016-08-04,2164.25,1.51,0.4,4466793.0,96.48,13.45
2016-08-03,2163.79,1.55,0.4,4466793.0,96.48,13.83
2016-08-02,2157.03,1.55,0.4,4464498.0,96.48,14.25
2016-08-01,2170.84,1.51,0.4,4464498.0,96.48,13.65
2016-07-29,2173.6,1.46,0.39,4464498.0,95.52,13.85
2016-07-28,2170.06,1.52,0.39,4464498.0,95.52,14.4
2016-07-27,2166.58,1.52,0.39,4464498.0,95.52,14.8
2016-07-26,2169.18,1.57,0.39,4480973.0,95.52,15.2
2016-07-25,2168.48,1.58,0.39,4480973.0,95.52,15.35
2016-07-22,2175.03,1.57,0.39,4480973.0,95.52,15.4
2016-07-21,2165.17,1.57,0.39,4480973.0,95.52,15.85
2016-07-20,2173.02,1.59,0.39,4480973.0,95.52,15.48
2016-07-19,2163.78,1.56,0.39,4472202.0,95.52,12.2
2016-07-18,2166.89,1.59,0.39,4472202.0,95.52,13.15
2016-07-15,2161.74,1.6,0.39,4472202.0,95.52,13.85
2016-07-14,2163.75,1.53,0.39,4472202.0,95.52,14.05
2016-07-13,2152.43,1.48,0.39,4472202.0,95.52,14.2
2016-07-12,2152.14,1.53,0.39,4470605.0,95.52,14.3
2016-07-11,2137.16,1.43,0.39,4470605.0,95.52,14.65
2016-07-08,2129.9,1.37,0.39,4470605.0,95.52,14.8
2016-07-07,2097.9,1.4,0.39,4470605.0,95.52,15.95
2016-07-06,2099.73,1.38,0.39,4470605.0,95.52,16.15
2016-07-05,2088.55,1.37,0.39,4466482.0,95.52,16.85
2016-07-01,2102.95,1.46,0.39,4466482.0,95.52,16.8
2016-06-30,2098.86,1.49,0.38,4466482.0,95.52,16.98
2016-06-29,2070.77,1.5,0.38,4466482.0,95.66,17.48
2016-06-28,2036.09,1.46,0.38,4482009.0,95.66,18.9
2016-06-27,2000.54,1.46,0.38,4482009.0,95.66,23.7
2016-06-24,2037.41,1.57,0.38,4482009.0,95.66,22.7
2016-06-23,2113.32,1.74,0.38,4482009.0,95.66,16.7
2016-06-22,2085.45,1.69,0.38,4482009.0,95.66,19.45
2016-06-21,2088.9,1.71,0.38,4472817.0,95.66,18.7
2016-06-20,2083.25,1.67,0.38,4472817.0,95.66,18.5
2016-06-17,2071.22,1.62,0.38,4472817.0,95.66,20.1
2016-06-16,2077.99,1.57,0.38,4472817.0,95.66,20.05
2016-06-15,2071.5,1.6,0.38,4472817.0,95.66,20.57
2016-06-14,2075.32,1.62,0.38,4463542.0,95.66,20.55
2016-06-13,2079.06,1.62,0.38,4463542.0,95.66,21.35
2016-06-10,2096.07,1.64,0.38,4463542.0,95.66,17.5
2016-06-09,2115.48,1.68,0.38,4463542.0,95.66,15.49
2016-06-08,2119.12,1.71,0.38,4463542.0,95.66,15.0
2016-06-07,2112.13,1.72,0.38,4461393.0,95.66,14.75
2016-06-06,2109.41,1.73,0.38,4461393.0,95.66,14.5
2016-06-03,2099.13,1.71,0.38,4461393.0,95.66,14.75
2016-06-02,2105.26,1.81,0.38,4461393.0,95.66,14.85
2016-06-01,2099.33,1.85,0.38,4461393.0,95.66,15.3
2016-05-31,2096.96,1.84,0.37,4461111.0,95.66,15.3
2016-05-27,2099.06,1.85,0.37,4461111.0,95.87,15.4
2016-05-26,2090.1,1.83,0.37,4461111.0,95.87,15.85
2016-05-25,2090.54,1.87,0.37,4461111.0,95.87,16.2
2016-05-24,2076.06,1.86,0.37,4473741.0,95.87,16.5
2016-05-23,2048.04,1.84,0.37,4473741.0,95.87,17.6
2016-05-20,2052.32,1.85,0.37,4473741.0,95.87,17.35
2016-05-19,2040.04,1.85,0.37,4473741.0,95.87,18.0
2016-05-18,2047.63,1.87,0.37,4473741.0,95.87,18.1
2016-05-17,2047.21,1.76,0.37,4478411.0,95.87,15.42
2016-05-16,2066.66,1.75,0.37,4478411.0,95.87,15.15
2016-05-13,2046.61,1.71,0.37,4478411.0,95.87,15.87
2016-05-12,2064.11,1.75,0.37,4478411.0,95.87,15.22
2016-05-11,2064.46,1.73,0.37,4478411.0,95.87,15.65
2016-05-10,2084.39,1.77,0.37,4477270.0,95.87,14.5
2016-05-09,2058.69,1.77,0.37,4477270.0,95.87,15.5
2016-05-06,2057.14,1.79,0.37,4477270.0,95.87,15.73
2016-05-05,2050.63,1.76,0.37,4477270.0,95.87,16.75
2016-05-04,2051.12,1.79,0.37,4477270.0,95.87,16.9
2016-05-03,2063.37,1.81,0.37,4474665.0,95.87,16.62
2016-05-02,2081.43,1.88,0.37,4474665.0,95.87,15.8
2016-04-29,2065.3,1.83,0.37,4474665.0,96.15,16.9
2016-04-28,2075.81,1.84,0.37,4474665.0,96.15,16.5
2016-04-27,2095.15,1.87,0.37,4474665.0,96.15,15.45
2016-04-26,2091.7,1.94,0.37,4490131.0,96.15,15.95
2016-04-25,2087.79,1.91,0.37,4490131.0,96.15,16.25
2016-04-22,2091.58,1.89,0.37,4490131.0,96.15,16.2
2016-04-21,2091.48,1.88,0.37,4490131.0,96.15,16.8
2016-04-20,2102.4,1.85,0.37,4490131.0,96.15,16.45
2016-04-19,2100.8,1.79,0.37,4499729.0,96.15,13.25
2016-04-18,2094.34,1.78,0.37,4499729.0,96.15,13.83
2016-04-15,2080.73,1.76,0.37,4499729.0,96.15,14.73
2016-04-14,2082.78,1.8,0.37,4499729.0,96.15,14.7
2016-04-13,2082.42,1.77,0.37,4499729.0,96.15,14.85
2016-04-12,2061.72,1.79,0.37,4484069.0,96.15,15.95
2016-04-11,2041.99,1.73,0.37,4484069.0,96.15,17.1
2016-04-08,2047.6,1.72,0.37,4484069.0,96.15,16.7
2016-04-07,2041.91,1.7,0.37,4484069.0,96.15,17.27
2016-04-06,2066.66,1.76,0.37,4484069.0,96.15,15.65
2016-04-05,2045.17,1.73,0.37,4482840.0,96.15,16.8
2016-04-04,2066.13,1.78,0.37,4482840.0,96.15,15.95
2016-04-01,2072.78,1.79,0.37,4482840.0,96.15,15.42
2016-03-31,2059.74,1.78,0.36,4482840.0,96.15,15.92
2016-03-30,2063.95,1.83,0.36,4482840.0,96.6,15.85
2016-03-29,2055.01,1.81,0.36,4492857.0,96.6,16.05
2016-03-28,2037.05,1.89,0.36,4492857.0,96.6,17.14
2016-03-24,2035.94,1.91,0.36,4492857.0,96.6,17.4
2016-03-23,2036.71,1.88,0.36,4492857.0,96.6,17.75
2016-03-22,2049.8,1.94,0.36,4486333.0,96.6,16.85
2016-03-21,2051.6,1.92,0.36,4486333.0,96.6,17.0
2016-03-18,2049.58,1.88,0.36,4486333.0,96.6,17.75
2016-03-17,2040.59,1.91,0.36,4486333.0,96.6,17.78
2016-03-16,2027.22,1.94,0.36,4486333.0,96.6,18.25
2016-03-15,2015.93,1.97,0.36,4481083.0,96.6,16.9
2016-03-14,2019.64,1.97,0.36,4481083.0,96.6,17.45
2016-03-11,2022.19,1.98,0.36,4481083.0,96.6,17.65
2016-03-10,1989.57,1.93,0.36,4481083.0,96.6,18.95
2016-03-09,1989.26,1.9,0.36,4481083.0,96.6,19.1
2016-03-08,1979.26,1.83,0.36,4478485.0,96.6,19.65
2016-03-07,2001.76,1.91,0.36,4478485.0,96.6,18.6
2016-03-04,1999.99,1.88,0.36,4478485.0,96.6,18.95
2016-03-03,1993.4,1.83,0.36,4478485.0,96.6,18.35
2016-03-02,1986.45,1.84,0.36,4478485.0,96.6,19.3
2016-03-01,1978.35,1.83,0.36,4489796.0,96.6,19.4
2016-02-29,1932.23,1.74,0.38,4489796.0,96.6,21.78
2016-02-26,1948.05,1.76,0.38,4489796.0,96.71,21.5
2016-02-25,1951.7,1.71,0.38,4489796.0,96.71,20.82
2016-02-24,1929.8,1.75,0.38,4489796.0,96.71,21.75
2016-02-23,1921.27,1.74,0.38,4483629.0,96.71,22.15
2016-02-22,1945.5,1.77,0.38,4483629.0,96.71,21.0
2016-02-19,1917.78,1.76,0.38,4483629.0,96.71,22.37
2016-02-18,1917.83,1.75,0.38,4483629.0,96.71,22.8
2016-02-17,1926.82,1.81,0.38,4483629.0,96.71,22.92
2016-02-16,1895.58,1.78,0.38,4486278.0,96.71,24.72
2016-02-12,1864.78,1.74,0.38,4486278.0,96.71,26.85
2016-02-11,1829.08,1.63,0.38,4486278.0,96.71,28.15
2016-02-10,1851.86,1.71,0.38,4486278.0,96.71,26.28
2016-02-09,1852.21,1.74,0.38,4483495.0,96.71,26.1
2016-02-08,1853.44,1.75,0.38,4483495.0,96.71,25.4
2016-02-05,1880.05,1.86,0.38,4483495.0,96.71,24.12
2016-02-04,1915.45,1.87,0.38,4483495.0,96.71,23.05
2016-02-03,1912.53,1.88,0.38,4483495.0,96.71,22.75
2016-02-02,1903.03,1.87,0.38,4482349.0,96.71,23.15
2016-02-01,1939.38,1.97,0.38,4482349.0,96.71,21.55
2016-01-29,1940.24,1.94,0.34,4482349.0,96.9,21.65
2016-01-28,1893.36,2.0,0.34,4482349.0,96.9,23.25
2016-01-27,1882.95,2.02,0.34,4482349.0,96.9,23.75
2016-01-26,1903.63,2.01,0.34,4488840.0,96.9,22.95
2016-01-25,1877.08,2.03,0.34,4488840.0,96.9,24.0
2016-01-22,1906.9,2.07,0.34,4488840.0,96.9,22.7
2016-01-21,1868.99,2.02,0.34,4488840.0,96.9,25.1
2016-01-20,1859.33,2.01,0.34,4488840.0,96.9,24.7
2016-01-19,1881.33,2.06,0.34,4501695.0,96.9,25.85
2016-01-15,1880.33,2.03,0.34,4501695.0,96.9,26.5
2016-01-14,1921.84,2.1,0.34,4501695.0,96.9,23.55
2016-01-13,1890.28,2.08,0.34,4501695.0,96.9,24.75
2016-01-12,1938.68,2.12,0.34,4486606.0,96.9,22.05
2016-01-11,1923.67,2.17,0.34,4486606.0,96.9,23.45
2016-01-08,1922.03,2.13,0.34,4486606.0,96.9,25.25
2016-01-07,1943.09,2.16,0.34,4486606.0,96.9,23.54
2016-01-06,1990.26,2.18,0.34,4486606.0,96.9,20.34
2016-01-05,2016.71,2.25,0.34,4486587.0,96.9,19.45
2016-01-04,2012.66,2.24,0.34,4486587.0,96.9,19.8
2015-12-31,2043.94,2.27,0.24,4486587.0,96.9,18.5
2015-12-30,2063.36,2.31,0.24,4486587.0,98.11,18.3
2015-12-29,2078.36,2.32,0.24,4496523.0,98.11,17.5
2015-12-28,2056.5,2.24,0.24,4496523.0,98.11,17.8
2015-12-24,2060.99,2.25,0.24,4496523.0,98.11,18.25
2015-12-23,2064.29,2.27,0.24,4496523.0,98.11,17.9
2015-12-22,2038.97,2.24,0.24,4489593.0,98.11,17.85
2015-12-21,2021.15,2.2,0.24,4489593.0,98.11,18.81
2015-12-18,2005.55,2.19,0.24,4489593.0,98.11,20.4
2015-12-17,2041.89,2.24,0.24,4489593.0,98.11,19.3
2015-12-16,2073.07,2.3,0.24,4489593.0,98.11,18.1
2015-12-15,2043.41,2.28,0.24,4480436.0,98.11,20.64
2015-12-14,2021.94,2.23,0.24,4480436.0,98.11,22.45
2015-12-11,2012.37,2.13,0.24,4480436.0,98.11,23.7
2015-12-10,2052.23,2.24,0.24,4480436.0,98.11,19.35
2015-12-09,2047.62,2.22,0.24,4480436.0,98.11,18.99
2015-12-08,2063.59,2.24,0.24,4478069.0,98.11,17.8
2015-12-07,2077.07,2.23,0.24,4478069.0,98.11,16.5
2015-12-04,2091.69,2.28,0.24,4478069.0,98.11,16.25
2015-12-03,2049.62,2.33,0.24,4478069.0,98.11,18.35
2015-12-02,2079.51,2.18,0.24,4478069.0,98.11,16.8
2015-12-01,2102.63,2.15,0.24,4477088.0,98.11,16.15
2015-11-30,2080.41,2.21,0.12,4477088.0,98.11,17.0
2015-11-27,2090.11,2.22,0.12,4477088.0,99.43,17.2
2015-11-25,2088.87,2.23,0.12,4477088.0,99.43,16.8
2015-11-24,2089.14,2.24,0.12,4486721.0,99.43,17.45
2015-11-23,2086.59,2.25,0.12,4486721.0,99.43,17.0
2015-11-20,2089.17,2.26,0.12,4486721.0,99.43,17.4
2015-11-19,2081.24,2.24,0.12,4486721.0,99.43,18.15
2015-11-18,2083.58,2.27,0.12,4486721.0,99.43,17.8
2015-11-17,2050.44,2.25,0.12,4492012.0,99.43,18.95
2015-11-16,2053.19,2.27,0.12,4492012.0,99.43,18.1
2015-11-13,2023.04,2.28,0.12,4492012.0,99.43,20.34
2015-11-12,2045.97,2.32,0.12,4492012.0,99.43,18.58
2015-11-10,2081.72,2.32,0.12,4489702.0,99.43,16.25
2015-11-09,2078.58,2.36,0.12,4489702.0,99.43,17.04
2015-11-06,2099.2,2.34,0.12,4489702.0,99.43,15.7
2015-11-05,2099.93,2.26,0.12,4489702.0,99.43,16.05
2015-11-04,2102.31,2.25,0.12,4489702.0,99.43,16.75
2015-11-03,2109.79,2.23,0.12,4489339.0,99.43,16.13
2015-11-02,2104.05,2.2,0.12,4489339.0,99.43,15.9
2015-10-30,2079.36,2.16,0.12,4489339.0,100.92,16.65
2015-10-29,2089.41,2.19,0.12,4489339.0,100.92,16.17
2015-10-28,2090.35,2.1,0.12,4489339.0,100.92,16.0
2015-10-27,2065.89,2.05,0.12,4501372.0,100.92,16.5
2015-10-26,2071.18,2.07,0.12,4501372.0,100.92,16.9
2015-10-23,2075.15,2.09,0.12,4501372.0,100.92,16.65
2015-10-22,2052.51,2.04,0.12,4501372.0,100.92,16.05
2015-10-21,2018.94,2.04,0.12,4501372.0,100.92,18.2
2015-10-20,2030.77,2.08,0.12,4504704.0,100.92,16.1
2015-10-19,2033.66,2.04,0.12,4504704.0,100.92,15.25
2015-10-16,2033.11,2.04,0.12,4504704.0,100.92,16.1
2015-10-15,2023.86,2.04,0.12,4504704.0,100.92,16.55
2015-10-14,1994.24,1.99,0.12,4504704.0,100.92,18.32
2015-10-13,2003.69,2.06,0.12,4486185.0,100.92,18.28
2015-10-09,2014.89,2.12,0.12,4486185.0,100.92,18.15
2015-10-08,2013.43,2.12,0.12,4486185.0,100.92,18.45
2015-10-07,1995.83,2.08,0.12,4486185.0,100.92,19.45
2015-10-06,1979.92,2.05,0.12,4484111.0,100.92,20.3
2015-10-05,1987.05,2.07,0.12,4484111.0,100.92,19.9
2015-10-02,1951.36,1.99,0.12,4484111.0,100.92,21.05
2015-10-01,1923.82,2.05,0.12,4484111.0,100.92,22.2
2015-09-30,1920.03,2.06,0.14,4484111.0,100.92,23.02
2015-09-29,1884.09,2.05,0.14,4497484.0,102.34,23.85
2015-09-28,1881.77,2.1,0.14,4497484.0,102.34,24.05
2015-09-25,1931.34,2.17,0.14,4497484.0,102.34,22.35
2015-09-24,1932.24,2.13,0.14,4497484.0,102.34,21.9
2015-09-23,1938.76,2.16,0.14,4497484.0,102.34,21.1
2015-09-22,1942.74,2.14,0.14,4487809.0,102.34,21.75
2015-09-21,1966.97,2.2,0.14,4487809.0,102.34,19.68
2015-09-18,1958.03,2.13,0.14,4487809.0,102.34,21.5
2015-09-17,1990.2,2.21,0.14,4487809.0,102.34,20.4
2015-09-16,1995.31,2.3,0.14,4487809.0,102.34,19.0
2015-09-15,1978.09,2.28,0.14,4478213.0,102.34,22.45
2015-09-14,1953.03,2.18,0.14,4478213.0,102.34,23.7
2015-09-11,1961.05,2.2,0.14,4478213.0,102.34,23.75
2015-09-10,1952.29,2.23,0.14,4478213.0,102.34,24.65
2015-09-09,1942.04,2.21,0.14,4478213.0,102.34,25.85
2015-09-08,1969.41,2.2,0.14,4475886.0,102.34,24.6
2015-09-04,1921.22,2.13,0.14,4475886.0,102.34,27.95
