Date, Open, High, Low, Close
02/06/19, 1294.03, 1299.82, 1289.73, 1291.90
02/05/19, 1301.71, 1307.75, 1298.42, 1303.51
02/04/19, 1288.92, 1300.88, 1279.39, 1300.87
02/01/19, 1294.77, 1301.79, 1284.22, 1294.87
01/31/19, 1283.67, 1291.04, 1278.16, 1284.01
01/30/19, 1260.51, 1272.51, 1253.03, 1268.68
01/29/19, 1251.90, 1256.54, 1248.11, 1251.25
01/28/19, 1243.83, 1244.50, 1231.84, 1244.01
01/25/19, 1249.88, 1266.13, 1248.29, 1258.51
01/24/19, 1235.32, 1249.68, 1230.00, 1239.57
01/23/19, 1251.25, 1255.62, 1228.32, 1236.67
01/22/19, 1264.57, 1267.81, 1245.68, 1247.71
01/18/19, 1273.21, 1281.57, 1262.89, 1279.05
01/17/19, 1238.67, 1263.40, 1235.92, 1258.50
01/16/19, 1246.41, 1254.37, 1240.95, 1246.62
01/15/19, 1252.66, 1260.31, 1243.91, 1249.82
01/14/19, 1236.26, 1251.00, 1236.26, 1246.41
01/11/19, 1248.51, 1253.73, 1239.68, 1248.80
01/10/19, 1245.69, 1260.18, 1239.58, 1259.48
01/09/19, 1245.74, 1259.31, 1236.82, 1254.82
01/08/19, 1239.19, 1242.89, 1225.25, 1232.03
01/07/19, 1215.86, 1236.50, 1203.76, 1225.67
01/04/19, 1190.59, 1216.58, 1186.31, 1214.78
01/03/19, 1184.25, 1187.05, 1156.69, 1170.92
01/02/19, 1139.95, 1187.64, 1136.57, 1181.08
12/31/18, 1159.41, 1167.70, 1149.11, 1159.10
12/28/18, 1167.10, 1170.66, 1145.71, 1151.55
12/27/18, 1131.52, 1161.99, 1121.59, 1161.82
12/26/18, 1090.90, 1154.46, 1078.73, 1154.28
12/24/18, 1121.24, 1124.37, 1084.70, 1084.70
12/21/18, 1141.42, 1157.84, 1125.57, 1132.02
12/20/18, 1163.15, 1179.68, 1139.32, 1144.45
12/19/18, 1196.98, 1215.67, 1166.54, 1173.86
12/18/18, 1214.27, 1215.77, 1182.19, 1186.72
12/17/18, 1234.50, 1240.98, 1207.08, 1214.51
12/14/18, 1255.37, 1263.42, 1230.79, 1236.05
12/13/18, 1259.20, 1273.09, 1254.31, 1264.82
12/12/18, 1265.83, 1282.40, 1259.66, 1260.07
12/11/18, 1266.87, 1272.19, 1241.62, 1250.79
12/10/18, 1259.80, 1265.25, 1224.71, 1250.38
12/07/18, 1305.24, 1322.63, 1269.59, 1271.63
12/06/18, 1275.09, 1282.02, 1252.65, 1281.25
12/04/18, 1336.36, 1341.91, 1300.64, 1302.70
12/03/18, 1335.53, 1345.19, 1317.71, 1335.56
11/30/18, 1300.95, 1308.81, 1289.83, 1303.05
11/29/18, 1301.89, 1319.58, 1299.70, 1307.65
11/28/18, 1279.97, 1302.20, 1269.29, 1300.97
11/27/18, 1284.67, 1286.04, 1269.47, 1278.90
11/26/18, 1277.34, 1290.77, 1277.34, 1284.67
11/23/18, 1311.35, 1311.35, 1257.81, 1262.82
11/21/18, 1293.52, 1324.21, 1293.52, 1311.35
11/20/18, 1307.40, 1307.60, 1274.25, 1282.94
11/19/18, 1328.37, 1336.39, 1316.75, 1327.10
11/16/18, 1333.15, 1344.69, 1327.56, 1340.41
11/15/18, 1300.29, 1328.80, 1291.10, 1327.70
11/14/18, 1327.17, 1333.84, 1294.40, 1306.18
11/13/18, 1330.47, 1337.85, 1298.79, 1302.53
11/12/18, 1376.68, 1378.90, 1335.80, 1337.01
11/09/18, 1348.93, 1372.75, 1341.63, 1365.18
11/08/18, 1404.70, 1406.80, 1363.24, 1367.61
11/07/18, 1406.74, 1412.83, 1389.40, 1407.00
11/06/18, 1384.09, 1385.81, 1366.42, 1381.83
11/05/18, 1367.27, 1380.83, 1364.63, 1376.73
11/02/18, 1373.87, 1384.82, 1339.02, 1349.67
11/01/18, 1364.75, 1374.42, 1347.66, 1367.18
10/31/18, 1368.28, 1389.65, 1358.18, 1359.62
10/30/18, 1325.88, 1357.54, 1321.94, 1355.14
10/29/18, 1356.53, 1360.32, 1307.02, 1323.05
10/26/18, 1339.20, 1363.64, 1322.98, 1349.23
10/25/18, 1354.39, 1368.59, 1345.94, 1356.81
10/24/18, 1396.47, 1396.86, 1333.88, 1335.43
10/23/18, 1433.80, 1433.80, 1376.59, 1392.19
10/22/18, 1444.01, 1444.82, 1421.66, 1433.80
10/19/18, 1469.96, 1469.96, 1441.00, 1442.16
10/18/18, 1466.54, 1479.33, 1458.95, 1466.05
10/17/18, 1493.49, 1494.75, 1470.74, 1479.36
10/16/18, 1479.34, 1497.25, 1479.34, 1495.75
10/15/18, 1498.35, 1501.88, 1479.32, 1479.34
10/12/18, 1483.95, 1506.66, 1474.61, 1494.84
10/11/18, 1516.18, 1525.36, 1475.86, 1483.95
10/10/18, 1591.77, 1592.85, 1528.24, 1528.26
10/09/18, 1578.76, 1599.28, 1575.22, 1588.66
10/08/18, 1570.66, 1578.34, 1560.36, 1573.89
10/05/18, 1583.32, 1586.14, 1571.55, 1581.65
10/04/18, 1593.90, 1595.23, 1573.78, 1584.24
10/03/18, 1585.86, 1603.08, 1585.86, 1600.12
10/02/18, 1584.64, 1584.67, 1566.65, 1579.43
10/01/18, 1565.49, 1588.22, 1565.49, 1583.74
09/28/18, 1555.05, 1574.15, 1552.84, 1555.81
09/27/18, 1567.69, 1569.01, 1559.72, 1560.92
09/26/18, 1561.15, 1569.15, 1554.66, 1557.38
09/25/18, 1563.51, 1575.87, 1563.51, 1565.60
09/24/18, 1537.06, 1555.25, 1537.06, 1551.48
09/21/18, 1511.92, 1529.48, 1509.82, 1522.43
09/20/18, 1518.47, 1521.29, 1506.80, 1510.51
09/19/18, 1517.50, 1520.89, 1509.44, 1509.86
09/18/18, 1512.93, 1524.00, 1512.65, 1517.41
09/17/18, 1501.83, 1509.85, 1497.33, 1500.07
09/14/18, 1489.91, 1503.44, 1489.91, 1497.58
09/13/18, 1483.72, 1492.79, 1476.50, 1489.33
09/12/18, 1474.86, 1495.61, 1474.86, 1483.72
09/11/18, 1459.93, 1482.41, 1455.20, 1474.86
09/10/18, 1470.22, 1478.05, 1463.59, 1463.78
09/07/18, 1472.42, 1472.42, 1449.49, 1465.45
09/06/18, 1493.01, 1499.29, 1468.07, 1472.42
09/05/18, 1494.29, 1499.64, 1478.64, 1496.59
09/04/18, 1507.25, 1515.24, 1495.60, 1502.52
08/31/18, 1512.52, 1512.52, 1498.19, 1506.07
08/30/18, 1526.61, 1529.99, 1508.90, 1518.78
08/29/18, 1520.56, 1535.90, 1517.67, 1527.51
08/28/18, 1524.61, 1530.26, 1512.40, 1514.66
08/27/18, 1512.76, 1524.39, 1512.76, 1523.29
08/24/18, 1501.54, 1515.50, 1501.54, 1506.93
08/23/18, 1486.99, 1490.62, 1481.24, 1489.80
08/22/18, 1481.81, 1496.55, 1481.81, 1492.05
08/21/18, 1474.41, 1482.75, 1469.09, 1470.61
08/20/18, 1455.24, 1470.42, 1454.61, 1465.51
08/17/18, 1450.46, 1457.04, 1447.04, 1453.16
08/16/18, 1449.43, 1459.15, 1449.27, 1450.46
08/15/18, 1491.72, 1491.72, 1438.20, 1441.40
08/14/18, 1501.37, 1509.91, 1495.72, 1502.60
08/13/18, 1509.21, 1515.49, 1494.99, 1495.43
08/10/18, 1503.38, 1511.03, 1500.06, 1510.01
08/09/18, 1527.37, 1529.85, 1510.77, 1512.30
08/08/18, 1531.30, 1533.61, 1516.99, 1526.93
08/07/18, 1543.76, 1547.79, 1535.45, 1536.10
08/06/18, 1524.69, 1535.75, 1515.18, 1528.01
08/03/18, 1527.27, 1529.80, 1514.56, 1523.65
08/02/18, 1525.32, 1533.99, 1519.49, 1532.50
08/01/18, 1563.73, 1563.73, 1533.53, 1541.76
07/31/18, 1568.42, 1573.94, 1561.02, 1563.73
07/30/18, 1558.84, 1567.61, 1558.61, 1562.43
07/27/18, 1541.97, 1554.53, 1537.20, 1546.37
07/26/18, 1523.43, 1545.83, 1521.71, 1543.61
07/25/18, 1510.98, 1529.25, 1505.20, 1527.75
07/24/18, 1496.25, 1520.03, 1496.25, 1510.28
07/23/18, 1499.18, 1501.70, 1488.66, 1489.60
07/20/18, 1492.03, 1497.98, 1487.03, 1492.52
07/19/18, 1488.79, 1497.79, 1486.25, 1490.94
07/18/18, 1485.45, 1495.18, 1468.74, 1492.73
07/17/18, 1489.31, 1499.52, 1481.84, 1491.56
07/16/18, 1505.41, 1511.00, 1486.45, 1497.57
07/13/18, 1511.66, 1528.49, 1510.95, 1520.59
07/12/18, 1511.94, 1518.19, 1498.39, 1512.65
07/11/18, 1528.42, 1535.88, 1494.81, 1504.70
07/10/18, 1546.69, 1558.81, 1542.95, 1546.37
07/09/18, 1519.69, 1536.63, 1519.69, 1536.61
07/06/18, 1492.92, 1515.22, 1490.36, 1510.57
07/05/18, 1519.33, 1521.45, 1496.60, 1500.63
07/03/18, 1511.06, 1528.64, 1501.43, 1505.37
07/02/18, 1502.89, 1502.89, 1486.39, 1494.70
06/29/18, 1511.26, 1532.64, 1511.26, 1516.01
06/28/18, 1509.06, 1512.24, 1492.93, 1502.73
06/27/18, 1502.89, 1524.56, 1501.24, 1505.01
06/26/18, 1472.20, 1493.57, 1469.63, 1488.45
06/25/18, 1496.93, 1497.53, 1459.97, 1467.25
06/22/18, 1506.19, 1516.22, 1502.51, 1504.19
06/21/18, 1489.74, 1489.74, 1462.36, 1466.81
06/20/18, 1501.50, 1504.96, 1488.72, 1498.43
06/19/18, 1500.40, 1500.40, 1477.65, 1493.32
06/18/18, 1482.08, 1509.53, 1482.08, 1500.40
06/15/18, 1509.65, 1509.65, 1481.18, 1482.74
06/14/18, 1529.88, 1532.21, 1514.08, 1515.59
06/13/18, 1525.94, 1529.07, 1511.15, 1520.20
06/12/18, 1542.85, 1544.27, 1523.33, 1525.94
06/11/18, 1542.95, 1554.42, 1535.49, 1546.44
06/08/18, 1548.04, 1549.50, 1531.72, 1540.84
06/07/18, 1538.43, 1555.30, 1538.43, 1547.60
06/06/18, 1530.27, 1537.32, 1518.15, 1527.59
06/05/18, 1528.62, 1538.17, 1523.20, 1526.38
06/04/18, 1550.84, 1563.58, 1532.46, 1535.01
06/01/18, 1534.27, 1549.34, 1531.80, 1542.94
05/31/18, 1532.41, 1552.11, 1527.11, 1528.83
05/30/18, 1509.43, 1546.78, 1509.43, 1540.28
05/29/18, 1486.29, 1507.87, 1484.99, 1495.25
05/25/18, 1512.52, 1512.52, 1480.56, 1497.05
05/24/18, 1538.15, 1543.85, 1526.15, 1536.15
05/23/18, 1548.79, 1557.77, 1536.63, 1554.39
05/22/18, 1583.94, 1595.26, 1560.93, 1564.46
05/21/18, 1582.01, 1587.57, 1573.50, 1585.07
05/18/18, 1581.00, 1581.00, 1569.29, 1571.40
05/17/18, 1554.42, 1580.96, 1554.42, 1577.65
05/16/18, 1548.29, 1550.62, 1538.22, 1549.59
05/15/18, 1547.51, 1553.66, 1538.73, 1550.58
05/14/18, 1541.77, 1554.13, 1541.77, 1550.01
05/11/18, 1537.16, 1543.98, 1532.38, 1535.23
05/10/18, 1531.90, 1538.17, 1523.14, 1535.07
05/09/18, 1509.90, 1534.98, 1509.90, 1523.29
05/08/18, 1474.87, 1488.05, 1453.02, 1487.79
05/07/18, 1479.36, 1507.70, 1476.70, 1478.16
05/04/18, 1470.12, 1485.30, 1463.09, 1479.36
05/03/18, 1464.99, 1478.55, 1452.87, 1475.76
05/02/18, 1461.64, 1481.78, 1461.64, 1469.14
05/01/18, 1464.89, 1465.83, 1448.00, 1464.10
04/30/18, 1467.40, 1488.33, 1467.32, 1472.14
04/27/18, 1483.29, 1483.86, 1472.40, 1475.69
04/26/18, 1474.98, 1492.32, 1469.44, 1491.63
04/25/18, 1460.38, 1471.93, 1446.68, 1470.04
04/24/18, 1480.04, 1491.46, 1458.58, 1465.20
04/23/18, 1464.40, 1474.82, 1455.45, 1474.82
04/20/18, 1466.18, 1471.13, 1457.29, 1467.56
04/19/18, 1461.56, 1478.51, 1458.97, 1470.57
04/18/18, 1453.23, 1474.03, 1451.57, 1461.56
04/17/18, 1431.45, 1442.64, 1425.03, 1437.90
04/16/18, 1422.12, 1434.89, 1413.34, 1428.68
04/13/18, 1410.67, 1422.58, 1408.39, 1416.75
04/12/18, 1406.11, 1412.64, 1399.08, 1405.13
04/11/18, 1384.57, 1407.81, 1384.42, 1404.17
04/10/18, 1363.97, 1392.57, 1363.97, 1383.88
04/09/18, 1341.29, 1360.82, 1338.87, 1345.51
04/06/18, 1346.47, 1352.55, 1316.15, 1333.67
04/05/18, 1335.52, 1361.13, 1335.43, 1353.53
04/04/18, 1311.02, 1330.52, 1300.08, 1328.81
04/03/18, 1309.14, 1328.16, 1298.50, 1327.70
04/02/18, 1321.97, 1324.11, 1280.20, 1300.00
03/29/18, 1305.36, 1330.98, 1305.36, 1326.80
03/28/18, 1323.54, 1330.81, 1298.15, 1300.32
03/27/18, 1341.38, 1345.51, 1315.90, 1323.30
03/26/18, 1325.72, 1340.41, 1315.11, 1339.29
03/23/18, 1316.13, 1334.56, 1305.63, 1307.55
03/22/18, 1317.86, 1326.93, 1309.20, 1310.87
03/21/18, 1302.98, 1341.88, 1302.98, 1334.70
03/20/18, 1287.28, 1306.34, 1286.91, 1298.77
03/19/18, 1295.65, 1295.72, 1273.03, 1279.75
03/16/18, 1287.61, 1303.21, 1286.39, 1300.30
03/15/18, 1294.79, 1298.70, 1279.61, 1287.74
03/14/18, 1300.90, 1303.84, 1289.73, 1291.93
03/13/18, 1307.31, 1317.24, 1292.10, 1296.00
03/12/18, 1306.74, 1312.14, 1296.49, 1301.40
03/09/18, 1296.17, 1308.21, 1295.94, 1307.39
03/08/18, 1290.68, 1291.02, 1277.61, 1286.78
03/07/18, 1284.87, 1297.40, 1275.20, 1286.18
03/06/18, 1292.22, 1306.32, 1291.86, 1295.61
03/05/18, 1272.01, 1296.24, 1269.05, 1292.22
03/02/18, 1266.58, 1283.22, 1255.00, 1279.99
03/01/18, 1274.58, 1290.23, 1263.76, 1275.54
02/28/18, 1308.72, 1314.87, 1274.94, 1275.25
02/27/18, 1324.85, 1332.95, 1304.93, 1305.12
02/26/18, 1325.15, 1330.34, 1320.78, 1326.45
02/23/18, 1300.56, 1320.50, 1300.56, 1319.88
02/22/18, 1288.74, 1311.50, 1286.14, 1294.80
02/21/18, 1297.54, 1307.86, 1279.15, 1279.21
02/20/18, 1299.69, 1308.13, 1290.33, 1295.07
02/16/18, 1298.85, 1311.14, 1293.20, 1299.70
02/15/18, 1310.18, 1310.18, 1281.70, 1303.34
02/14/18, 1268.46, 1310.21, 1262.99, 1307.75
02/13/18, 1274.44, 1283.36, 1270.33, 1278.59
02/12/18, 1274.57, 1292.53, 1269.59, 1281.34
02/09/18, 1269.05, 1273.62, 1217.66, 1260.98
02/08/18, 1303.79, 1307.86, 1260.12, 1260.12
02/07/18, 1330.19, 1339.87, 1299.55, 1299.58
02/06/18, 1285.40, 1329.30, 1283.16, 1324.89
02/05/18, 1346.62, 1361.15, 1290.57, 1308.51
02/02/18, 1397.59, 1399.33, 1358.77, 1363.17
02/01/18, 1406.73, 1413.37, 1394.00, 1413.15
01/31/18, 1403.01, 1410.55, 1397.28, 1406.23
01/30/18, 1430.32, 1430.32, 1398.25, 1398.27
01/29/18, 1444.69, 1450.07, 1428.57, 1430.32
01/26/18, 1442.01, 1454.11, 1441.54, 1452.70
01/25/18, 1455.08, 1457.21, 1437.55, 1440.57
01/24/18, 1454.45, 1459.94, 1441.71, 1448.04
01/23/18, 1442.09, 1446.04, 1435.58, 1442.31
01/22/18, 1418.99, 1441.85, 1418.99, 1441.82
01/19/18, 1415.92, 1415.92, 1408.10, 1415.54
01/18/18, 1422.72, 1425.49, 1413.89, 1418.27
01/17/18, 1414.13, 1431.93, 1408.52, 1425.09
01/16/18, 1429.54, 1429.58, 1409.23, 1411.25
01/12/18, 1417.15, 1431.61, 1417.15, 1430.84
01/11/18, 1394.50, 1418.70, 1390.88, 1414.27
01/10/18, 1390.05, 1394.56, 1388.27, 1388.58
01/09/18, 1391.09, 1393.21, 1385.63, 1386.88
01/08/18, 1385.55, 1391.50, 1381.79, 1391.09
01/05/18, 1383.41, 1387.36, 1377.63, 1386.89
01/04/18, 1375.84, 1384.54, 1372.59, 1384.45
01/03/18, 1356.46, 1375.96, 1356.46, 1373.12
01/02/18, 1341.87, 1357.02, 1340.69, 1356.61
12/29/17, 1342.28, 1344.77, 1335.55, 1335.55
12/28/17, 1339.64, 1341.37, 1336.77, 1340.65
12/27/17, 1341.87, 1341.91, 1336.82, 1338.66
12/26/17, 1328.80, 1343.80, 1328.80, 1342.48
12/22/17, 1323.24, 1332.10, 1321.12, 1327.01
12/21/17, 1302.12, 1326.51, 1300.60, 1323.45
12/20/17, 1288.09, 1302.21, 1284.03, 1300.29
12/19/17, 1285.24, 1287.66, 1280.21, 1282.04
12/18/17, 1276.92, 1287.13, 1276.92, 1281.63
12/15/17, 1275.45, 1281.06, 1271.30, 1272.89
12/14/17, 1276.59, 1283.79, 1275.45, 1275.45
12/13/17, 1279.19, 1282.95, 1275.22, 1278.90
12/12/17, 1280.74, 1283.58, 1274.81, 1277.37
12/11/17, 1271.70, 1282.94, 1271.70, 1276.58
12/08/17, 1263.36, 1271.86, 1260.16, 1271.31
12/07/17, 1255.40, 1260.36, 1252.32, 1259.41
12/06/17, 1268.85, 1269.59, 1255.10, 1256.48
12/05/17, 1272.02, 1279.83, 1272.02, 1273.74
12/04/17, 1274.21, 1288.91, 1271.34, 1272.18
12/01/17, 1275.59, 1283.39, 1262.19, 1275.15
11/30/17, 1257.49, 1271.93, 1257.49, 1270.19
11/29/17, 1246.63, 1255.04, 1244.85, 1253.56
11/28/17, 1244.30, 1251.34, 1242.60, 1249.67
11/27/17, 1248.27, 1248.27, 1237.63, 1239.25
11/24/17, 1252.00, 1254.59, 1251.49, 1251.72
11/22/17, 1248.31, 1250.17, 1245.19, 1247.72
11/21/17, 1242.40, 1247.95, 1239.34, 1240.97
11/20/17, 1241.80, 1241.80, 1231.29, 1235.66
11/17/17, 1238.81, 1243.65, 1236.01, 1241.80
11/16/17, 1236.47, 1240.76, 1232.13, 1236.54
11/15/17, 1262.28, 1263.40, 1233.63, 1240.45
11/14/17, 1262.28, 1263.40, 1251.95, 1253.04
11/13/17, 1272.17, 1276.53, 1267.97, 1268.85
11/10/17, 1278.93, 1279.03, 1266.94, 1276.03
11/09/17, 1277.24, 1283.96, 1272.87, 1281.95
11/08/17, 1285.82, 1285.82, 1275.44, 1281.14
11/07/17, 1290.53, 1292.97, 1281.35, 1287.87
11/06/17, 1266.09, 1290.60, 1265.99, 1289.96
11/03/17, 1260.05, 1267.88, 1258.77, 1263.67
11/02/17, 1251.81, 1261.86, 1249.09, 1261.86
11/01/17, 1241.41, 1255.05, 1241.41, 1250.93
10/31/17, 1230.35, 1239.43, 1226.02, 1235.61
10/30/17, 1224.75, 1233.01, 1223.18, 1229.77
10/27/17, 1207.15, 1224.23, 1202.72, 1221.93
10/26/17, 1212.00, 1218.10, 1207.42, 1212.26
10/25/17, 1219.72, 1221.86, 1206.40, 1212.00
10/24/17, 1221.23, 1226.07, 1218.41, 1220.69
10/23/17, 1222.24, 1224.81, 1216.64, 1216.69
10/20/17, 1217.73, 1221.79, 1215.40, 1220.80
10/19/17, 1212.46, 1219.16, 1210.73, 1215.52
10/18/17, 1221.91, 1226.29, 1216.93, 1217.72
10/17/17, 1221.26, 1224.29, 1216.40, 1221.80
10/16/17, 1223.22, 1228.72, 1218.99, 1221.83
10/13/17, 1225.89, 1227.97, 1219.35, 1219.90
10/12/17, 1214.11, 1219.14, 1211.21, 1217.86
10/11/17, 1219.78, 1221.96, 1214.10, 1221.84
10/10/17, 1219.05, 1226.55, 1216.84, 1218.00
10/09/17, 1213.26, 1215.90, 1210.48, 1212.52
10/06/17, 1209.80, 1214.31, 1206.59, 1210.29
10/05/17, 1219.90, 1224.67, 1219.24, 1221.44
10/04/17, 1218.81, 1221.05, 1213.10, 1218.04
10/03/17, 1215.22, 1222.32, 1214.84, 1218.81
10/02/17, 1204.99, 1216.61, 1201.38, 1216.20
09/29/17, 1212.42, 1217.81, 1210.67, 1216.14
09/28/17, 1214.24, 1221.53, 1211.10, 1214.17
09/27/17, 1208.58, 1213.69, 1202.94, 1213.11
09/26/17, 1206.52, 1211.51, 1204.39, 1209.24
09/25/17, 1195.67, 1211.88, 1195.67, 1209.36
09/22/17, 1185.10, 1196.75, 1184.78, 1193.19
09/21/17, 1183.21, 1189.34, 1179.98, 1186.51
09/20/17, 1174.96, 1184.34, 1174.96, 1181.78
09/19/17, 1167.82, 1173.11, 1167.43, 1172.15
09/18/17, 1158.83, 1166.06, 1158.62, 1165.86
09/15/17, 1156.88, 1161.16, 1153.48, 1161.16
09/14/17, 1155.01, 1163.28, 1152.50, 1154.66
09/13/17, 1143.67, 1154.37, 1143.67, 1153.69
09/12/17, 1136.10, 1143.35, 1135.40, 1140.76
09/11/17, 1128.97, 1137.53, 1126.18, 1136.34
09/08/17, 1133.64, 1133.64, 1123.01, 1126.54
09/07/17, 1131.02, 1137.01, 1128.95, 1136.63
09/06/17, 1117.36, 1132.65, 1116.96, 1130.62
09/05/17, 1117.21, 1120.09, 1106.53, 1114.41
09/01/17, 1105.41, 1118.06, 1102.30, 1115.57
08/31/17, 1101.22, 1105.17, 1097.66, 1104.10
08/30/17, 1093.19, 1099.96, 1089.85, 1098.12
08/29/17, 1093.10, 1098.97, 1091.07, 1096.89
08/28/17, 1106.08, 1108.21, 1095.16, 1099.61
08/25/17, 1102.69, 1107.39, 1102.69, 1103.64
08/24/17, 1093.71, 1102.13, 1092.41, 1099.50
08/23/17, 1085.98, 1099.52, 1085.21, 1095.61
08/22/17, 1083.80, 1089.84, 1083.80, 1088.79
08/21/17, 1084.52, 1084.52, 1077.87, 1080.61
08/18/17, 1078.16, 1091.10, 1075.53, 1085.27
08/17/17, 1091.71, 1094.35, 1077.62, 1077.70
08/16/17, 1111.09, 1111.45, 1094.23, 1095.56
08/15/17, 1113.56, 1113.56, 1104.23, 1110.43
08/14/17, 1119.74, 1123.95, 1112.99, 1113.56
08/11/17, 1119.90, 1123.41, 1116.78, 1117.85
08/10/17, 1137.51, 1138.74, 1121.22, 1122.93
08/09/17, 1141.80, 1145.19, 1133.78, 1136.87
08/08/17, 1141.89, 1150.65, 1139.20, 1141.92
08/07/17, 1150.65, 1150.65, 1140.19, 1142.80
08/04/17, 1143.07, 1152.17, 1143.07, 1150.65
08/03/17, 1153.93, 1154.24, 1137.65, 1142.27
08/02/17, 1147.06, 1160.21, 1144.47, 1155.15
08/01/17, 1155.03, 1162.12, 1150.90, 1153.03
07/31/17, 1148.13, 1159.19, 1147.27, 1152.32
07/28/17, 1146.02, 1156.86, 1143.08, 1147.56
07/27/17, 1134.94, 1147.72, 1132.30, 1147.68
07/26/17, 1141.97, 1148.56, 1135.81, 1136.63
07/25/17, 1133.18, 1142.69, 1132.95, 1136.71
07/24/17, 1120.60, 1124.07, 1117.52, 1119.07
07/21/17, 1126.27, 1126.91, 1116.16, 1119.07
07/20/17, 1138.78, 1139.54, 1124.72, 1127.55
07/19/17, 1116.50, 1133.32, 1116.47, 1133.12
07/18/17, 1122.25, 1123.08, 1112.23, 1116.51
07/17/17, 1117.14, 1124.34, 1116.55, 1117.31
07/14/17, 1112.95, 1121.76, 1112.95, 1119.50
07/13/17, 1109.47, 1113.21, 1104.54, 1112.95
07/12/17, 1106.25, 1119.84, 1105.69, 1109.80
07/11/17, 1099.81, 1108.52, 1094.70, 1105.57
07/10/17, 1095.18, 1102.98, 1094.38, 1100.65
07/07/17, 1094.81, 1099.88, 1086.00, 1098.23
07/06/17, 1110.85, 1114.57, 1096.71, 1098.13
07/05/17, 1124.35, 1124.35, 1106.79, 1109.18
07/03/17, 1116.86, 1134.21, 1116.74, 1130.24
06/30/17, 1114.45, 1116.94, 1105.81, 1111.81
06/29/17, 1110.07, 1120.70, 1107.58, 1109.14
06/28/17, 1103.57, 1113.99, 1101.88, 1108.90
06/27/17, 1103.82, 1110.04, 1100.60, 1100.74
06/26/17, 1102.46, 1106.40, 1096.51, 1099.07
06/23/17, 1095.63, 1103.73, 1094.04, 1102.46
06/22/17, 1095.56, 1105.21, 1092.83, 1095.62
06/21/17, 1106.35, 1114.89, 1090.13, 1095.56
06/20/17, 1113.97, 1113.97, 1100.47, 1110.54
06/19/17, 1132.14, 1135.42, 1127.63, 1129.17
06/16/17, 1118.90, 1131.89, 1116.42, 1131.88
06/15/17, 1117.17, 1121.78, 1108.62, 1112.76
06/14/17, 1142.65, 1142.65, 1119.40, 1123.12
06/13/17, 1139.08, 1147.82, 1136.01, 1146.64
06/12/17, 1140.03, 1147.11, 1134.99, 1137.53
06/09/17, 1108.48, 1134.68, 1108.48, 1132.73
06/08/17, 1107.61, 1115.27, 1106.05, 1107.25
06/07/17, 1126.81, 1130.48, 1106.44, 1111.64
06/06/17, 1118.84, 1132.91, 1115.85, 1131.23
06/05/17, 1116.18, 1123.90, 1115.25, 1120.65
06/02/17, 1124.61, 1124.61, 1114.77, 1120.19
06/01/17, 1121.86, 1133.71, 1119.12, 1129.57
05/31/17, 1123.68, 1126.78, 1116.85, 1121.39
05/30/17, 1141.97, 1141.97, 1129.40, 1129.81
05/26/17, 1141.49, 1142.91, 1135.10, 1141.97
05/25/17, 1159.10, 1168.38, 1137.63, 1141.72
05/24/17, 1160.10, 1165.89, 1155.41, 1160.00
05/23/17, 1162.02, 1165.20, 1157.87, 1162.42
05/22/17, 1167.18, 1168.04, 1157.96, 1161.87
05/19/17, 1152.45, 1165.32, 1152.45, 1162.95
05/18/17, 1145.10, 1153.50, 1139.41, 1147.00
05/17/17, 1157.96, 1164.20, 1150.75, 1151.06
05/16/17, 1173.23, 1173.43, 1161.37, 1164.59
05/15/17, 1179.06, 1179.89, 1166.39, 1169.74
05/12/17, 1160.00, 1165.77, 1157.98, 1162.80
05/11/17, 1164.73, 1165.41, 1156.91, 1160.25
05/10/17, 1154.98, 1165.47, 1153.46, 1162.83
05/09/17, 1154.19, 1155.90, 1144.10, 1147.65
05/08/17, 1147.01, 1155.67, 1143.85, 1154.19
05/05/17, 1125.24, 1148.04, 1125.24, 1147.27
05/04/17, 1138.86, 1138.86, 1121.11, 1125.24
05/03/17, 1138.83, 1149.49, 1135.42, 1144.32
05/02/17, 1155.12, 1157.71, 1142.59, 1147.15
05/01/17, 1157.03, 1158.83, 1151.24, 1152.41
04/28/17, 1164.76, 1165.23, 1155.39, 1157.03
04/27/17, 1159.07, 1159.07, 1143.40, 1156.03
04/26/17, 1168.78, 1182.17, 1164.54, 1164.98
04/25/17, 1165.63, 1172.90, 1162.65, 1171.58
04/24/17, 1163.28, 1166.58, 1157.86, 1162.32
04/21/17, 1145.31, 1155.13, 1143.39, 1149.59
04/20/17, 1148.06, 1156.24, 1146.67, 1148.29
04/19/17, 1161.59, 1163.66, 1139.93, 1143.01
04/18/17, 1168.68, 1175.51, 1157.87, 1161.27
04/17/17, 1171.95, 1176.81, 1168.59, 1176.64
04/13/17, 1188.78, 1190.97, 1168.75, 1170.83
04/12/17, 1196.42, 1203.46, 1187.57, 1191.07
04/11/17, 1195.19, 1196.13, 1183.00, 1195.90
04/10/17, 1188.53, 1200.26, 1188.26, 1195.28
04/07/17, 1187.30, 1193.25, 1182.84, 1185.19
04/06/17, 1184.12, 1190.58, 1181.30, 1185.84
04/05/17, 1195.75, 1203.58, 1178.16, 1179.29
04/04/17, 1177.84, 1187.30, 1170.39, 1186.96
04/03/17, 1182.27, 1183.67, 1166.87, 1177.68
03/31/17, 1185.73, 1188.90, 1176.53, 1182.27
