Date, Open, High, Low, Close
01/28/21, 837.69, 856.98, 833.69, 845.26
01/27/21, 848.13, 860.63, 822.09, 837.56
01/26/21, 863.44, 882.21, 848.00, 848.13
01/25/21, 874.93, 874.93, 847.82, 863.44
01/22/21, 853.62, 876.33, 849.88, 874.93
01/21/21, 899.70, 902.77, 867.78, 877.95
01/20/21, 908.28, 910.54, 895.71, 904.62
01/19/21, 892.22, 907.53, 890.51, 901.86
01/15/21, 900.53, 900.85, 875.47, 880.53
01/14/21, 899.30, 927.48, 899.30, 918.63
01/13/21, 907.31, 907.31, 889.30, 894.42
01/12/21, 886.89, 909.13, 881.88, 907.14
01/11/21, 846.17, 879.73, 843.97, 876.97
01/08/21, 881.69, 882.33, 862.24, 868.96
01/07/21, 863.28, 881.08, 859.01, 873.77
01/06/21, 852.26, 867.60, 841.72, 858.62
01/05/21, 802.76, 852.94, 802.76, 834.76
01/04/21, 803.08, 809.21, 784.69, 794.50
12/31/20, 798.13, 801.45, 791.50, 792.48
12/30/20, 787.99, 806.08, 787.99, 802.33
12/29/20, 796.46, 800.57, 785.41, 788.38
12/28/20, 798.97, 809.20, 788.58, 790.76
12/24/20, 797.99, 797.99, 785.70, 794.40
12/23/20, 783.70, 806.28, 783.70, 798.23
12/22/20, 782.53, 786.08, 771.49, 772.89
12/21/20, 767.56, 792.19, 763.60, 785.19
12/18/20, 814.12, 818.95, 798.92, 804.10
12/17/20, 825.22, 825.68, 811.61, 816.06
12/16/20, 825.25, 828.03, 813.95, 819.05
12/15/20, 816.01, 828.43, 805.64, 825.29
12/14/20, 848.23, 850.86, 807.50, 809.02
12/11/20, 844.21, 844.21, 828.23, 838.93
12/10/20, 822.11, 858.93, 821.23, 848.62
12/09/20, 827.76, 839.73, 808.51, 820.73
12/08/20, 803.02, 825.43, 802.88, 816.07
12/07/20, 820.22, 823.64, 804.24, 811.49
12/04/20, 803.84, 832.73, 803.84, 832.72
12/03/20, 781.16, 795.92, 773.69, 785.51
12/02/20, 752.15, 789.12, 750.72, 776.68
12/01/20, 770.36, 774.37, 752.11, 754.19
11/30/20, 785.13, 786.96, 745.31, 746.47
11/27/20, 800.31, 808.68, 793.05, 796.95
11/25/20, 813.34, 818.54, 802.35, 807.04
11/24/20, 813.81, 828.76, 807.36, 825.47
11/23/20, 748.05, 786.55, 748.05, 786.10
11/20/20, 731.59, 736.29, 725.94, 732.85
11/19/20, 715.91, 735.15, 712.31, 733.76
11/18/20, 746.50, 752.92, 724.76, 724.78
11/17/20, 724.43, 743.36, 714.91, 742.93
11/16/20, 722.82, 737.56, 713.55, 736.80
11/13/20, 669.67, 694.02, 669.67, 691.10
11/12/20, 678.53, 687.23, 659.07, 663.79
11/11/20, 703.39, 704.56, 686.54, 692.38
11/10/20, 691.12, 697.45, 675.90, 697.39
11/09/20, 654.98, 687.13, 654.98, 676.11
11/06/20, 587.62, 595.77, 574.46, 576.70
11/05/20, 588.14, 598.44, 587.51, 587.68
11/04/20, 583.29, 600.39, 572.60, 587.45
11/03/20, 596.11, 597.66, 580.59, 585.47
11/02/20, 573.07, 591.97, 563.90, 586.05
10/30/20, 556.95, 564.91, 551.30, 564.69
10/29/20, 534.30, 560.26, 529.59, 558.71
10/28/20, 550.74, 557.36, 539.62, 542.53
10/27/20, 574.80, 575.76, 569.18, 569.19
10/26/20, 592.77, 593.27, 574.85, 579.35
10/23/20, 607.62, 612.02, 596.69, 603.52
10/22/20, 580.34, 601.68, 576.88, 600.77
10/21/20, 589.68, 593.33, 582.11, 582.13
10/20/20, 589.85, 598.65, 585.50, 593.74
10/19/20, 602.04, 603.09, 585.12, 585.44
10/16/20, 610.02, 611.39, 597.97, 598.98
10/15/20, 596.63, 613.26, 592.18, 613.06
10/14/20, 612.15, 625.90, 610.44, 610.66
10/13/20, 621.02, 625.41, 611.61, 612.46
10/12/20, 618.96, 625.32, 613.13, 624.10
10/09/20, 634.34, 636.77, 619.58, 621.73
10/08/20, 611.18, 628.55, 610.15, 628.53
10/07/20, 603.11, 608.57, 596.96, 607.00
10/06/20, 622.01, 624.86, 599.61, 600.72
10/05/20, 600.53, 611.36, 597.64, 611.36
10/02/20, 572.40, 597.51, 572.40, 592.89
10/01/20, 598.61, 601.19, 585.18, 588.73
09/30/20, 611.84, 618.85, 605.04, 608.23
09/29/20, 620.71, 621.62, 602.96, 608.83
09/28/20, 625.01, 630.65, 621.44, 624.64
09/25/20, 606.25, 616.26, 603.62, 613.05
09/24/20, 608.66, 624.77, 600.24, 614.66
09/23/20, 641.64, 644.46, 611.98, 612.20
09/22/20, 647.38, 656.45, 637.39, 641.01
09/21/20, 650.28, 670.46, 636.50, 645.77
09/18/20, 672.92, 677.71, 665.19, 670.46
09/17/20, 664.75, 678.76, 661.39, 678.70
09/16/20, 657.83, 686.83, 654.39, 676.96
09/15/20, 662.68, 669.81, 653.16, 654.35
09/14/20, 657.07, 665.58, 654.52, 659.72
09/11/20, 651.04, 658.60, 648.87, 655.67
09/10/20, 680.12, 681.85, 650.31, 650.34
09/09/20, 681.74, 685.04, 675.74, 678.57
09/08/20, 687.79, 690.21, 670.20, 672.99
09/04/20, 711.52, 715.28, 694.65, 701.98
09/03/20, 710.42, 722.84, 701.65, 705.74
09/02/20, 714.63, 719.86, 709.37, 711.15
09/01/20, 715.60, 722.12, 709.24, 716.80
08/31/20, 739.70, 739.70, 720.10, 720.25
08/28/20, 729.26, 740.40, 727.17, 739.12
08/27/20, 726.67, 728.53, 716.25, 725.60
08/26/20, 738.06, 738.18, 724.21, 724.45
08/25/20, 750.45, 751.90, 734.66, 740.13
08/24/20, 732.49, 749.81, 729.10, 745.52
08/21/20, 727.40, 730.10, 719.87, 725.02
08/20/20, 737.29, 740.13, 731.63, 732.09
08/19/20, 755.17, 758.38, 746.53, 747.80
08/18/20, 764.81, 771.28, 755.20, 756.33
08/17/20, 774.68, 774.68, 765.52, 770.14
08/14/20, 763.14, 774.82, 759.97, 774.65
08/13/20, 779.08, 785.01, 768.35, 769.04
08/12/20, 790.12, 792.12, 778.77, 785.48
08/11/20, 799.38, 804.56, 772.41, 775.15
08/10/20, 760.86, 779.33, 760.86, 779.30
08/07/20, 743.91, 759.10, 739.19, 757.06
08/06/20, 756.35, 766.41, 755.14, 757.77
08/05/20, 754.75, 773.44, 754.75, 764.27
08/04/20, 739.52, 758.58, 738.03, 754.07
08/03/20, 740.16, 743.88, 734.80, 740.01
07/31/20, 734.87, 742.07, 729.45, 741.56
07/30/20, 756.48, 758.47, 737.14, 746.91
07/29/20, 762.21, 777.94, 760.42, 777.92
07/28/20, 769.70, 775.60, 757.66, 758.66
07/27/20, 772.03, 778.78, 766.20, 775.30
07/24/20, 781.54, 789.60, 773.95, 775.72
07/23/20, 776.95, 786.42, 773.62, 779.73
07/22/20, 779.02, 784.49, 772.49, 783.43
07/21/20, 761.33, 795.37, 761.33, 790.61
07/20/20, 756.06, 764.69, 746.24, 746.51
07/17/20, 767.81, 777.48, 753.98, 756.43
07/16/20, 765.07, 777.35, 756.66, 767.38
07/15/20, 773.04, 775.39, 759.85, 772.65
07/14/20, 728.30, 757.98, 724.76, 757.34
07/13/20, 741.65, 746.13, 727.04, 731.44
07/10/20, 713.18, 737.55, 713.18, 737.39
07/09/20, 751.47, 753.16, 715.41, 715.41
07/08/20, 753.00, 764.80, 748.47, 754.94
07/07/20, 770.01, 771.78, 752.24, 752.69
07/06/20, 792.70, 795.76, 772.03, 782.29
07/02/20, 783.98, 791.25, 773.39, 776.28
07/01/20, 784.98, 797.42, 764.63, 764.81
06/30/20, 758.33, 788.36, 754.32, 784.22
06/29/20, 763.19, 777.02, 759.41, 770.56
06/26/20, 777.40, 779.35, 756.96, 760.19
06/25/20, 764.32, 787.89, 761.78, 785.96
06/24/20, 804.20, 806.00, 769.33, 772.60
06/23/20, 824.74, 832.12, 818.46, 820.53
06/22/20, 810.22, 818.96, 800.79, 816.18
06/19/20, 846.55, 846.55, 813.27, 813.28
06/18/20, 806.85, 832.18, 801.51, 824.08
06/17/20, 839.25, 840.43, 812.73, 812.74
06/16/20, 854.78, 860.11, 821.37, 843.56
06/15/20, 780.69, 825.44, 775.55, 817.72
06/12/20, 832.21, 836.63, 797.30, 819.24
06/11/20, 812.68, 840.46, 790.74, 792.11
06/10/20, 904.18, 907.64, 876.62, 876.70
06/09/20, 913.98, 926.21, 907.08, 916.61
06/08/20, 949.93, 956.30, 926.47, 955.58
06/05/20, 903.72, 924.73, 903.18, 918.17
06/04/20, 848.53, 858.10, 837.89, 853.02
06/03/20, 848.27, 859.82, 844.53, 856.58
06/02/20, 816.05, 832.05, 816.05, 832.06
06/01/20, 785.66, 808.46, 779.78, 805.38
05/29/20, 788.66, 795.69, 776.60, 789.04
05/28/20, 818.75, 818.75, 791.66, 794.49
05/27/20, 819.24, 822.46, 795.60, 817.40
05/26/20, 813.33, 815.53, 805.00, 806.82
05/22/20, 784.41, 786.93, 771.29, 786.42
05/21/20, 806.46, 811.43, 786.42, 793.27
05/20/20, 791.49, 809.81, 790.45, 805.73
05/19/20, 794.58, 796.44, 775.14, 775.14
05/18/20, 775.95, 799.75, 774.95, 794.81
05/15/20, 730.98, 747.16, 723.77, 732.50
05/14/20, 712.73, 742.24, 698.25, 733.78
05/13/20, 755.53, 755.53, 725.02, 730.77
05/12/20, 787.74, 788.40, 764.14, 764.15
05/11/20, 785.34, 794.14, 780.27, 782.33
05/08/20, 778.03, 796.73, 771.61, 796.60
05/07/20, 764.44, 779.43, 756.45, 761.05
05/06/20, 768.98, 773.22, 742.82, 742.82
05/05/20, 797.24, 802.02, 761.72, 764.62
05/04/20, 718.83, 761.95, 717.71, 761.83
05/01/20, 754.65, 764.53, 723.28, 730.92
04/30/20, 796.67, 803.53, 771.71, 781.70
04/29/20, 769.23, 806.55, 768.04, 805.09
04/28/20, 733.04, 744.40, 719.81, 739.72
04/27/20, 694.66, 724.23, 682.90, 719.44
04/24/20, 713.24, 718.51, 690.14, 700.16
04/23/20, 697.54, 718.15, 692.53, 701.46
04/22/20, 680.67, 686.72, 670.70, 680.65
04/21/20, 637.02, 658.85, 631.12, 649.48
04/20/20, 643.73, 686.51, 643.73, 663.35
04/17/20, 636.87, 687.28, 636.16, 686.65
04/16/20, 647.03, 647.10, 621.47, 621.67
04/15/20, 655.98, 658.73, 637.58, 653.56
04/14/20, 698.83, 709.39, 689.64, 694.09
04/13/20, 730.02, 730.02, 692.99, 700.28
04/09/20, 748.40, 754.02, 682.07, 707.93
04/08/20, 685.75, 719.32, 683.29, 718.16
04/07/20, 702.55, 714.81, 671.35, 673.56
04/06/20, 650.93, 669.76, 640.22, 667.51
04/03/20, 663.35, 663.35, 617.31, 635.71
04/02/20, 632.11, 688.72, 618.61, 651.65
04/01/20, 604.60, 615.84, 589.36, 597.33
03/31/20, 629.64, 643.48, 609.96, 622.26
03/30/20, 586.88, 608.71, 571.30, 606.66
03/27/20, 597.64, 604.59, 584.93, 591.27
03/26/20, 601.83, 645.30, 600.30, 631.54
03/25/20, 580.24, 626.37, 555.76, 601.38
03/24/20, 539.82, 565.62, 533.26, 564.59
03/23/20, 511.88, 514.52, 482.90, 491.20
03/20/20, 519.36, 534.44, 494.86, 511.63
03/19/20, 474.08, 506.09, 455.08, 500.39
03/18/20, 512.09, 512.09, 443.12, 469.68
03/17/20, 549.85, 566.97, 526.32, 536.94
03/16/20, 597.04, 603.75, 541.05, 542.75
03/13/20, 613.90, 634.60, 569.07, 634.60
03/12/20, 616.32, 616.32, 576.06, 581.03
03/11/20, 697.35, 709.95, 659.54, 671.72
03/10/20, 736.12, 742.57, 682.44, 728.01
03/09/20, 690.34, 735.84, 680.76, 687.47
03/06/20, 905.29, 905.29, 860.79, 873.41
03/05/20, 933.11, 942.38, 916.52, 927.95
03/04/20, 961.13, 964.64, 942.81, 962.33
03/03/20, 970.23, 989.50, 934.40, 946.16
03/02/20, 959.69, 969.12, 930.58, 968.85
02/28/20, 921.37, 952.43, 903.75, 952.30
02/27/20, 968.49, 980.58, 935.77, 940.08
02/26/20, 1025.23, 1030.51, 991.05, 991.05
02/25/20, 1066.54, 1067.95, 1014.73, 1020.75
02/24/20, 1083.79, 1083.79, 1060.90, 1064.64
02/21/20, 1124.65, 1124.65, 1113.77, 1120.60
02/20/20, 1137.97, 1145.40, 1132.49, 1135.67
02/19/20, 1125.19, 1139.46, 1120.23, 1135.92
02/18/20, 1113.82, 1118.63, 1107.40, 1116.42
02/14/20, 1132.37, 1133.87, 1116.71, 1123.05
02/13/20, 1130.39, 1137.16, 1126.44, 1131.22
02/12/20, 1136.18, 1143.65, 1129.77, 1139.29
02/11/20, 1120.04, 1123.30, 1115.62, 1120.84
02/10/20, 1106.61, 1111.21, 1101.51, 1107.67
02/07/20, 1116.97, 1121.43, 1113.45, 1116.12
02/06/20, 1145.93, 1145.99, 1127.80, 1128.57
02/05/20, 1122.10, 1147.17, 1122.10, 1143.22
02/04/20, 1117.63, 1122.39, 1102.24, 1103.64
02/03/20, 1112.35, 1115.68, 1093.54, 1095.56
01/31/20, 1134.48, 1134.48, 1109.69, 1115.14
01/30/20, 1136.60, 1153.69, 1132.37, 1152.58
01/29/20, 1170.32, 1175.15, 1149.59, 1149.72
01/28/20, 1167.63, 1173.80, 1161.20, 1163.74
01/27/20, 1167.84, 1174.06, 1160.15, 1161.18
01/24/20, 1208.51, 1208.51, 1188.52, 1197.18
01/23/20, 1206.88, 1216.80, 1194.38, 1213.48
01/22/20, 1230.80, 1230.80, 1217.75, 1219.66
01/21/20, 1245.24, 1245.24, 1231.46, 1231.92
01/17/20, 1263.85, 1265.65, 1250.48, 1253.75
01/16/20, 1270.61, 1273.38, 1262.58, 1263.58
01/15/20, 1266.69, 1270.19, 1258.14, 1264.52
01/14/20, 1269.53, 1275.47, 1262.98, 1273.89
01/13/20, 1271.58, 1276.75, 1264.93, 1271.90
01/10/20, 1277.69, 1281.61, 1271.99, 1273.29
01/09/20, 1267.50, 1281.69, 1255.94, 1281.33
01/08/20, 1292.80, 1293.90, 1266.93, 1270.27
01/07/20, 1283.76, 1293.41, 1277.86, 1293.41
01/06/20, 1284.60, 1298.44, 1284.60, 1293.15
01/03/20, 1286.81, 1296.94, 1273.87, 1278.22
01/02/20, 1278.51, 1283.35, 1273.93, 1283.23
12/31/19, 1254.60, 1270.55, 1252.63, 1270.55
12/30/19, 1265.62, 1270.31, 1258.30, 1259.26
12/27/19, 1274.75, 1275.30, 1263.03, 1263.78
12/26/19, 1272.35, 1278.12, 1268.70, 1270.40
12/24/19, 1266.94, 1271.25, 1266.25, 1268.12
12/23/19, 1255.63, 1266.66, 1254.36, 1265.79
12/20/19, 1256.95, 1258.93, 1251.08, 1255.75
12/19/19, 1249.13, 1252.06, 1244.80, 1247.69
12/18/19, 1245.58, 1255.24, 1245.33, 1247.91
12/17/19, 1249.04, 1256.10, 1240.76, 1245.39
12/16/19, 1232.93, 1246.40, 1232.93, 1243.44
12/13/19, 1237.23, 1246.26, 1221.39, 1222.39
12/12/19, 1209.63, 1234.79, 1209.03, 1232.89
12/11/19, 1211.57, 1216.06, 1205.43, 1208.26
12/10/19, 1213.30, 1216.62, 1208.32, 1212.65
12/09/19, 1207.65, 1217.42, 1206.26, 1210.84
12/06/19, 1198.60, 1220.28, 1198.60, 1218.08
12/05/19, 1202.58, 1206.02, 1191.92, 1193.73
12/04/19, 1185.61, 1205.15, 1185.61, 1201.01
12/03/19, 1188.33, 1189.15, 1178.56, 1182.50
12/02/19, 1204.51, 1214.12, 1199.49, 1200.44
11/29/19, 1207.65, 1214.56, 1198.15, 1201.61
11/27/19, 1214.92, 1217.11, 1206.19, 1214.56
11/26/19, 1225.63, 1225.63, 1210.55, 1212.92
11/25/19, 1222.54, 1228.09, 1219.05, 1226.13
11/22/19, 1233.55, 1236.76, 1221.54, 1222.69
11/21/19, 1217.97, 1232.05, 1215.67, 1230.87
11/20/19, 1207.80, 1223.26, 1197.97, 1215.54
11/19/19, 1224.04, 1224.04, 1206.35, 1207.87
11/18/19, 1235.04, 1235.16, 1221.86, 1227.36
11/15/19, 1239.32, 1245.60, 1235.85, 1241.21
11/14/19, 1239.67, 1246.36, 1232.47, 1236.04
11/13/19, 1243.11, 1243.11, 1234.35, 1239.69
11/12/19, 1255.70, 1264.39, 1240.78, 1246.63
11/11/19, 1244.17, 1259.25, 1242.17, 1254.26
11/08/19, 1257.49, 1260.16, 1243.50, 1259.07
11/07/19, 1245.95, 1263.79, 1245.95, 1261.83
11/06/19, 1264.82, 1265.17, 1238.78, 1243.29
11/05/19, 1276.99, 1288.92, 1272.15, 1278.00
11/04/19, 1249.03, 1278.96, 1249.03, 1274.26
11/01/19, 1221.22, 1247.31, 1221.22, 1246.17
10/31/19, 1221.44, 1221.44, 1205.29, 1217.86
10/30/19, 1253.00, 1254.60, 1221.74, 1225.57
10/29/19, 1244.84, 1261.56, 1236.23, 1252.71
10/28/19, 1253.07, 1260.40, 1245.65, 1246.97
10/25/19, 1233.00, 1252.90, 1233.00, 1248.08
10/24/19, 1237.28, 1243.21, 1226.31, 1233.68
10/23/19, 1220.31, 1232.93, 1216.28, 1231.09
10/22/19, 1205.65, 1233.82, 1205.65, 1221.52
10/21/19, 1189.29, 1204.97, 1189.29, 1204.56
10/18/19, 1193.35, 1198.30, 1185.82, 1185.82
10/17/19, 1190.31, 1199.50, 1189.02, 1193.26
10/16/19, 1201.11, 1205.64, 1188.78, 1188.97
10/15/19, 1193.86, 1212.26, 1192.64, 1201.91
10/14/19, 1190.15, 1201.53, 1185.31, 1197.36
10/11/19, 1186.09, 1208.68, 1186.09, 1199.67
10/10/19, 1169.48, 1185.36, 1169.38, 1183.68
10/09/19, 1163.73, 1171.45, 1163.05, 1165.48
10/08/19, 1165.05, 1166.19, 1151.58, 1151.58
10/07/19, 1177.05, 1183.17, 1167.09, 1167.34
10/04/19, 1170.32, 1175.85, 1161.13, 1174.83
10/03/19, 1149.03, 1170.31, 1142.29, 1169.48
10/02/19, 1175.71, 1175.71, 1151.15, 1155.43
10/01/19, 1209.24, 1215.94, 1185.20, 1186.19
09/30/19, 1211.46, 1215.55, 1208.07, 1208.76
09/27/19, 1213.77, 1223.02, 1208.46, 1214.87
09/26/19, 1227.71, 1227.71, 1207.79, 1215.30
09/25/19, 1226.58, 1230.50, 1215.84, 1229.17
09/24/19, 1243.10, 1243.10, 1221.46, 1227.63
09/23/19, 1243.38, 1250.44, 1236.77, 1247.20
09/20/19, 1244.29, 1251.91, 1240.56, 1244.23
09/19/19, 1254.28, 1256.19, 1240.76, 1242.10
09/18/19, 1244.72, 1249.71, 1238.24, 1245.86
09/17/19, 1272.42, 1272.42, 1248.00, 1252.08
09/16/19, 1250.57, 1279.48, 1250.57, 1274.01
09/13/19, 1227.91, 1234.01, 1221.19, 1227.13
09/12/19, 1215.05, 1228.40, 1205.99, 1221.41
09/11/19, 1232.30, 1243.82, 1221.87, 1229.78
09/10/19, 1213.10, 1242.86, 1213.10, 1227.35
09/09/19, 1199.87, 1212.09, 1199.66, 1209.29
09/06/19, 1185.15, 1193.30, 1176.92, 1191.27
09/05/19, 1186.17, 1201.90, 1186.15, 1188.37
09/04/19, 1164.46, 1180.69, 1164.46, 1176.30
09/03/19, 1155.10, 1162.68, 1141.78, 1160.87
08/30/19, 1169.01, 1178.44, 1157.86, 1165.72
08/28/19, 1126.30, 1150.77, 1126.30, 1144.72
08/27/19, 1137.56, 1144.22, 1120.48, 1125.54
08/26/19, 1139.04, 1146.01, 1129.59, 1134.10
08/23/19, 1160.14, 1165.94, 1125.62, 1129.93
08/22/19, 1182.68, 1186.38, 1169.88, 1169.88
08/21/19, 1181.72, 1183.79, 1173.13, 1179.95
08/20/19, 1173.46, 1175.70, 1165.36, 1168.31
08/19/19, 1169.06, 1183.29, 1168.91, 1180.10
08/16/19, 1147.93, 1158.12, 1145.99, 1155.72
08/15/19, 1143.25, 1148.40, 1132.82, 1144.78
08/14/19, 1177.44, 1177.44, 1146.43, 1147.90
08/13/19, 1173.46, 1197.48, 1163.82, 1189.94
08/12/19, 1186.85, 1186.85, 1169.86, 1173.46
08/09/19, 1195.64, 1201.23, 1186.63, 1189.42
08/08/19, 1174.95, 1198.86, 1169.75, 1198.66
08/07/19, 1175.34, 1175.34, 1149.62, 1167.12
08/06/19, 1183.91, 1188.13, 1166.18, 1175.84
08/05/19, 1197.17, 1197.48, 1171.81, 1177.32
08/02/19, 1239.43, 1246.30, 1207.68, 1218.04
08/01/19, 1257.58, 1257.64, 1228.03, 1234.83
07/31/19, 1263.09, 1275.80, 1248.99, 1258.43
07/30/19, 1247.48, 1268.19, 1242.36, 1266.03
07/29/19, 1253.83, 1254.40, 1243.30, 1251.85
07/26/19, 1255.97, 1258.90, 1248.28, 1254.03
07/25/19, 1276.63, 1277.28, 1251.32, 1255.30
07/24/19, 1267.02, 1279.75, 1266.19, 1272.65
07/23/19, 1270.15, 1272.88, 1266.04, 1270.18
07/22/19, 1267.14, 1274.14, 1260.38, 1269.06
07/19/19, 1259.77, 1270.12, 1256.46, 1266.95
07/18/19, 1251.48, 1258.91, 1248.27, 1258.61
07/17/19, 1267.53, 1270.81, 1255.97, 1255.99
07/16/19, 1276.40, 1279.74, 1264.12, 1268.93
07/15/19, 1291.02, 1291.44, 1277.77, 1279.94
07/12/19, 1284.80, 1292.61, 1283.54, 1290.35
07/11/19, 1281.70, 1285.31, 1276.65, 1284.48
07/10/19, 1262.66, 1282.27, 1262.66, 1278.73
07/09/19, 1258.21, 1263.39, 1251.42, 1262.33
07/08/19, 1257.16, 1268.22, 1255.31, 1260.18
07/05/19, 1256.56, 1261.37, 1253.17, 1261.12
07/03/19, 1257.39, 1259.73, 1250.56, 1259.42
07/02/19, 1275.87, 1275.87, 1253.35, 1256.14
07/01/19, 1297.12, 1297.31, 1275.77, 1277.77
06/28/19, 1269.11, 1275.64, 1265.82, 1274.64
06/27/19, 1278.00, 1279.94, 1263.22, 1265.24
06/26/19, 1264.39, 1285.76, 1263.70, 1278.33
06/25/19, 1253.67, 1259.56, 1251.57, 1251.58
06/24/19, 1265.22, 1268.06, 1255.26, 1257.33
06/21/19, 1265.58, 1270.57, 1262.92, 1264.79
06/20/19, 1251.08, 1263.30, 1251.08, 1259.27
06/19/19, 1227.04, 1235.61, 1220.82, 1229.81
06/18/19, 1219.56, 1234.34, 1219.56, 1227.64
06/17/19, 1204.61, 1214.62, 1198.79, 1209.25
06/14/19, 1210.89, 1211.61, 1203.00, 1204.92
06/13/19, 1199.09, 1215.86, 1199.09, 1211.81
06/12/19, 1205.85, 1207.49, 1194.85, 1197.58
06/11/19, 1222.39, 1226.60, 1214.93, 1214.97
06/10/19, 1211.26, 1219.68, 1209.83, 1211.52
06/07/19, 1203.26, 1211.09, 1200.39, 1206.09
06/06/19, 1186.73, 1203.33, 1186.73, 1200.28
06/05/19, 1199.68, 1199.92, 1173.88, 1180.66
06/04/19, 1187.36, 1198.03, 1184.93, 1196.91
06/03/19, 1178.19, 1187.29, 1175.86, 1182.42
05/31/19, 1179.20, 1184.56, 1169.76, 1170.76
05/30/19, 1205.32, 1207.36, 1188.39, 1191.24
05/29/19, 1198.38, 1208.27, 1191.51, 1207.07
05/28/19, 1226.70, 1229.17, 1211.63, 1211.75
05/24/19, 1225.76, 1232.50, 1214.49, 1223.25
05/23/19, 1237.29, 1237.29, 1209.43, 1216.68
05/22/19, 1273.97, 1276.03, 1257.26, 1259.75
05/21/19, 1271.56, 1283.14, 1271.38, 1279.81
05/20/19, 1266.44, 1273.53, 1263.86, 1267.40
05/17/19, 1271.62, 1278.42, 1265.09, 1266.47
05/16/19, 1277.02, 1286.38, 1276.48, 1282.37
05/15/19, 1261.91, 1275.22, 1258.51, 1273.18
05/14/19, 1260.83, 1277.37, 1260.68, 1269.96
05/13/19, 1265.55, 1270.91, 1249.63, 1255.17
05/10/19, 1268.04, 1277.69, 1252.94, 1274.15
05/09/19, 1266.46, 1274.78, 1254.06, 1270.32
05/08/19, 1276.22, 1288.29, 1275.63, 1278.62
05/07/19, 1274.25, 1279.42, 1263.93, 1279.20
05/06/19, 1281.96, 1296.52, 1280.36, 1291.03
05/03/19, 1292.98, 1304.48, 1292.41, 1295.55
05/02/19, 1299.25, 1306.90, 1282.45, 1283.11
05/01/19, 1327.19, 1331.57, 1303.20, 1303.24
04/30/19, 1335.66, 1335.66, 1324.60, 1327.57
04/29/19, 1323.49, 1329.97, 1319.63, 1325.55
04/26/19, 1337.78, 1337.78, 1317.19, 1327.71
04/25/19, 1339.34, 1355.80, 1337.34, 1342.56
04/24/19, 1365.20, 1367.50, 1341.77, 1341.87
04/23/19, 1368.11, 1373.22, 1359.11, 1365.20
04/22/19, 1351.80, 1371.95, 1351.16, 1369.93
04/18/19, 1345.08, 1348.43, 1337.26, 1341.09
04/17/19, 1350.06, 1355.78, 1342.18, 1343.83
04/16/19, 1338.46, 1345.43, 1333.78, 1342.68
04/15/19, 1350.72, 1350.72, 1336.94, 1338.70
04/12/19, 1343.84, 1362.84, 1342.94, 1351.61
04/11/19, 1337.71, 1348.11, 1329.26, 1336.86
04/10/19, 1333.84, 1346.05, 1332.85, 1340.83
04/09/19, 1342.09, 1342.09, 1326.20, 1328.87
04/08/19, 1342.56, 1351.27, 1339.83, 1345.09
04/05/19, 1314.88, 1339.12, 1314.64, 1338.31
04/04/19, 1302.26, 1312.60, 1295.86, 1310.57
04/03/19, 1309.75, 1319.58, 1299.08, 1301.93
04/02/19, 1320.49, 1322.87, 1306.78, 1309.75
04/01/19, 1311.42, 1322.21, 1311.42, 1320.14
03/29/19, 1316.88, 1318.73, 1299.08, 1301.85
03/28/19, 1299.54, 1307.51, 1296.40, 1305.00
03/27/19, 1316.57, 1321.14, 1297.95, 1306.27
03/26/19, 1309.22, 1325.73, 1309.22, 1319.30
03/25/19, 1295.45, 1300.01, 1288.12, 1297.89
03/22/19, 1323.91, 1323.91, 1291.60, 1298.92
03/21/19, 1329.74, 1338.90, 1326.54, 1336.43
03/20/19, 1318.71, 1342.05, 1314.40, 1332.35
03/19/19, 1330.45, 1336.89, 1316.18, 1320.04
03/18/19, 1307.30, 1325.09, 1307.30, 1322.93
03/15/19, 1297.30, 1305.18, 1295.51, 1302.59
03/14/19, 1297.56, 1304.86, 1296.15, 1299.37
03/13/19, 1287.54, 1298.27, 1285.97, 1297.88
03/12/19, 1272.88, 1287.46, 1272.88, 1279.08
03/11/19, 1261.17, 1275.27, 1259.47, 1272.88
03/08/19, 1258.78, 1258.78, 1243.36, 1251.29
03/07/19, 1290.00, 1290.64, 1276.57, 1279.64
03/06/19, 1298.50, 1300.77, 1285.39, 1290.54
03/05/19, 1309.30, 1311.63, 1298.05, 1305.29
03/04/19, 1311.42, 1313.97, 1289.14, 1309.16
03/01/19, 1296.12, 1306.47, 1295.84, 1306.23
02/28/19, 1305.28, 1305.68, 1283.29, 1289.15
02/27/19, 1308.41, 1320.57, 1300.62, 1304.56
02/26/19, 1302.22, 1311.18, 1299.70, 1301.42
02/25/19, 1302.51, 1307.86, 1299.05, 1301.95
02/22/19, 1313.53, 1314.41, 1300.25, 1304.56
02/21/19, 1315.68, 1319.61, 1297.41, 1300.76
02/20/19, 1311.38, 1324.11, 1308.98, 1318.57
02/19/19, 1297.83, 1315.48, 1296.79, 1311.56
02/15/19, 1296.09, 1306.51, 1296.09, 1305.60
02/14/19, 1277.86, 1294.50, 1274.80, 1285.65
02/13/19, 1272.95, 1294.94, 1272.95, 1282.68
02/12/19, 1269.17, 1277.70, 1265.64, 1269.66
02/11/19, 1248.14, 1260.35, 1246.19, 1256.66
02/08/19, 1256.73, 1261.69, 1235.03, 1256.53
02/07/19, 1284.16, 1287.97, 1252.22, 1260.32
